class,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28
PUSHdown,0.8739074468612671,0.8190761208534241,-0.05815694481134415,0.9995474219322205,0.7907877564430237,0.7437922358512878,0.2420213222503662,0.9968546032905579,0.8085858225822449,0.7526674270629883,-0.23767027258872986,0.9997542500495911,0.7138642072677612,0.687375009059906,0.41191405057907104,0.1010412871837616,0.7363513708114624,0.6804311275482178,-0.5044044256210327,0.9860806465148926,0.7066885828971863,0.7880874872207642,0.4807496964931488,0.043563369661569595,0.7943229675292969,0.8521522283554077,-0.6816180348396301,0.917611300945282,0.5292614698410034,0.7463656067848206,0.15890970826148987,0.9841766357421875,0.5260772705078125,0.7525409460067749,-0.15873128175735474,0.9950732588768005,0.33806854486465454,0.7713944911956787,0.15618014335632324,0.34110593795776367,0.3221288025379181,0.7662442922592163,-0.13126394152641296,0.9760092496871948,0.1561720073223114,0.7538918256759644,0.2151704579591751,0.49071410298347473
PUSHdown,0.8712117075920105,0.8132138848304749,-0.09458969533443451,0.9994795918464661,0.7950057983398438,0.7541722655296326,0.22836139798164368,0.9964045882225037,0.8085683584213257,0.7502859234809875,-0.2341894656419754,0.9997377395629883,0.7068790197372437,0.6991416811943054,0.3916069567203522,0.0979781448841095,0.7350724339485168,0.6801531314849854,-0.47007864713668823,0.9865158796310425,0.670932948589325,0.7826467156410217,0.4477611482143402,0.04118167608976364,0.7943904995918274,0.8521519303321838,-0.5914064049720764,0.9083012938499451,0.529869019985199,0.7517468929290771,0.15062890946865082,0.9839969873428345,0.5267059803009033,0.7474736571311951,-0.15047521889209747,0.9949823617935181,0.338460236787796,0.7736653089523315,0.13766208291053772,0.3379627764225006,0.3232535421848297,0.7663391828536987,-0.12842024862766266,0.9757466912269592,0.1554395705461502,0.7566085457801819,0.18643364310264587,0.489185094833374
PUSHdown,0.8690978288650513,0.8117621541023254,-0.08877421915531158,0.9994142651557922,0.7964432835578918,0.7560163140296936,0.2290639877319336,0.9961283802986145,0.8086133003234863,0.7494716048240662,-0.22439241409301758,0.9997268319129944,0.7023204565048218,0.7040560245513916,0.3853721022605896,0.09701743721961975,0.7349222898483276,0.6796921491622925,-0.45588964223861694,0.9869474768638611,0.6605044007301331,0.7789198756217957,0.4286324381828308,0.03907192498445511,0.7926653623580933,0.8519694209098816,-0.578018069267273,0.901276707649231,0.5301792621612549,0.7520943284034729,0.1485780030488968,0.9841635227203369,0.5271323919296265,0.7456163763999939,-0.14841428399085999,0.9950049519538879,0.3401772379875183,0.7742858529090881,0.1331290304660797,0.33514323830604553,0.32467955350875854,0.766429603099823,-0.1284264177083969,0.9759629368782043,0.1554393172264099,0.7586921453475952,0.18172433972358704,0.48889923095703125
PUSHdown,0.8673018217086792,0.8110189437866211,-0.11033370345830917,0.9993407130241394,0.7998040914535522,0.7586295008659363,0.21773338317871094,0.9955512285232544,0.8079919815063477,0.7459959387779236,-0.2300841361284256,0.9997091889381409,0.7031837701797485,0.7094904780387878,0.3852000832557678,0.09235569834709167,0.7341831922531128,0.6796137094497681,-0.45921483635902405,0.987287700176239,0.6637763381004333,0.7793922424316406,0.43162909150123596,0.036611150950193405,0.792650580406189,0.8519563674926758,-0.5709207653999329,0.8923009634017944,0.5300136804580688,0.7519471049308777,0.1479247808456421,0.9840265512466431,0.5263315439224243,0.7422253489494324,-0.14776554703712463,0.9949698448181152,0.3404439389705658,0.7743151187896729,0.13888150453567505,0.3297785520553589,0.3246695399284363,0.7664267420768738,-0.12313950061798096,0.9758889079093933,0.15543541312217712,0.7582978010177612,0.1918550580739975,0.48958247900009155
PUSHdown,0.8641161918640137,0.8132419586181641,-0.10482238233089447,0.9992843866348267,0.7990049123764038,0.756837010383606,0.21999064087867737,0.9954973459243774,0.8068825602531433,0.7444701790809631,-0.2319050133228302,0.9996896982192993,0.7032106518745422,0.7088466882705688,0.3943096399307251,0.09112203866243362,0.7325037717819214,0.6796934604644775,-0.46506768465042114,0.9864137768745422,0.7005559206008911,0.7832480669021606,0.4544001519680023,0.03637323155999184,0.7927855253219604,0.8519479632377625,-0.6147196888923645,0.8822656273841858,0.5299873948097229,0.7517997026443481,0.14870987832546234,0.983977198600769,0.5263143181800842,0.7417999505996704,-0.14856348931789398,0.9949344992637634,0.34103924036026,0.773818850517273,0.14997157454490662,0.3285005986690521,0.3253871202468872,0.7664070129394531,-0.12799803912639618,0.9754437208175659,0.15885242819786072,0.7545863389968872,0.2034035176038742,0.4904088079929352
PUSHdown,0.8628863096237183,0.815399706363678,-0.07874397188425064,0.9992342591285706,0.7986367344856262,0.7558782696723938,0.22498026490211487,0.9954476952552795,0.8069297671318054,0.7446011900901794,-0.23047363758087158,0.9996670484542847,0.7027800679206848,0.7086538672447205,0.3928595781326294,0.09155593812465668,0.7317512631416321,0.6797615885734558,-0.4749470353126526,0.9850650429725647,0.7059668302536011,0.7863752841949463,0.4473996162414551,0.03642169386148453,0.7929537296295166,0.851906955242157,-0.628937304019928,0.873985767364502,0.5300877094268799,0.7516727447509766,0.14920423924922943,0.9839136600494385,0.5264900326728821,0.7424814701080322,-0.14904893934726715,0.9949069023132324,0.34183335304260254,0.7719109654426575,0.1508399248123169,0.3271557092666626,0.3260442316532135,0.7662667036056519,-0.13279828429222107,0.9747646450996399,0.1622098982334137,0.7506491541862488,0.20545987784862518,0.48980632424354553
PUSHdown,0.8620741963386536,0.8165670037269592,-0.06319143623113632,0.9991864562034607,0.7985564470291138,0.7550224661827087,0.2318236380815506,0.9953810572624207,0.8070256114006042,0.7447102665901184,-0.22406291961669922,0.9996456503868103,0.7021636962890625,0.7088417410850525,0.39365649223327637,0.09199082106351852,0.7313286066055298,0.679783046245575,-0.47218066453933716,0.9839707016944885,0.7063287496566772,0.7878339886665344,0.4472273290157318,0.03631481155753136,0.792963981628418,0.8518126010894775,-0.6277348399162292,0.866646945476532,0.5303226113319397,0.7516281604766846,0.14927373826503754,0.9837966561317444,0.5267908573150635,0.7428550720214844,-0.14910988509655,0.9948641061782837,0.34258192777633667,0.7711313366889954,0.14961960911750793,0.3255191147327423,0.3265341520309448,0.7662345767021179,-0.13602717220783234,0.9740647077560425,0.16412346065044403,0.749052107334137,0.20048637688159943,0.48827919363975525
PUSHdown,0.8618138432502747,0.81749027967453,-0.057336509227752686,0.999140202999115,0.7983559370040894,0.7545844912528992,0.23451752960681915,0.9953386187553406,0.8073984384536743,0.7447729110717773,-0.21754448115825653,0.9996253848075867,0.7013840079307556,0.7084208726882935,0.38567855954170227,0.09399116039276123,0.7310584783554077,0.6798125505447388,-0.46508556604385376,0.9830630421638489,0.7053914666175842,0.7881587147712708,0.4287964403629303,0.036749791353940964,0.7927888035774231,0.8518098592758179,-0.6196715831756592,0.8603743314743042,0.5304754972457886,0.7519576549530029,0.14921554923057556,0.9835318922996521,0.5268346071243286,0.7436903715133667,-0.14904741942882538,0.9947938323020935,0.3426750898361206,0.7709310054779053,0.14835944771766663,0.3249231278896332,0.3264877200126648,0.766579806804657,-0.13740423321723938,0.9737010598182678,0.16435828804969788,0.7465212345123291,0.19731587171554565,0.48824959993362427
PUSHdown,0.8616653680801392,0.818665087223053,-0.05834794044494629,0.9991196990013123,0.7974145412445068,0.754132091999054,0.23663385212421417,0.9953774809837341,0.8073740005493164,0.7449197173118591,-0.21914973855018616,0.9996139407157898,0.7011546492576599,0.7070817947387695,0.38619011640548706,0.0961255356669426,0.7297516465187073,0.6791085004806519,-0.4677223265171051,0.9825138449668884,0.705475926399231,0.7897483706474304,0.4310476779937744,0.03765171021223068,0.7920376658439636,0.8518064618110657,-0.6225366592407227,0.8560766577720642,0.530517578125,0.7529147863388062,0.1493031233549118,0.9833477735519409,0.5269507169723511,0.7447959184646606,-0.1491311490535736,0.994725227355957,0.3426479399204254,0.7709410786628723,0.14764522016048431,0.3273650109767914,0.32639867067337036,0.7668451070785522,-0.1399601399898529,0.9738138914108276,0.16391626000404358,0.7466573715209961,0.1977728009223938,0.4909752905368805
PUSHdown,0.8606759309768677,0.818952739238739,-0.060061294585466385,0.9990691542625427,0.7971018552780151,0.7539136409759521,0.24121065437793732,0.9953330159187317,0.8071471452713013,0.7449922561645508,-0.2214881181716919,0.9995987415313721,0.7010743618011475,0.7068257927894592,0.39022254943847656,0.09486997127532959,0.7285431027412415,0.6778687238693237,-0.4708498418331146,0.9821411371231079,0.7054260969161987,0.7916299104690552,0.4379909634590149,0.037561070173978806,0.7910868525505066,0.8517469167709351,-0.6238025426864624,0.851061224937439,0.5305222272872925,0.755920946598053,0.15086807310581207,0.9829120635986328,0.5269700288772583,0.745196521282196,-0.150691956281662,0.994542121887207,0.3423987925052643,0.7713350057601929,0.14795514941215515,0.3283788561820984,0.32636234164237976,0.7669448256492615,-0.14478211104869843,0.9737603664398193,0.16323767602443695,0.746772050857544,0.19902119040489197,0.49226412177085876
PUSHdown,0.8608179092407227,0.8198864459991455,-0.05448020622134209,0.9990301132202148,0.796503484249115,0.7530085444450378,0.25138339400291443,0.9953839778900146,0.8071895837783813,0.7453349828720093,-0.22263368964195251,0.9995936155319214,0.7003396153450012,0.7066755294799805,0.3918460011482239,0.09652581810951233,0.7277135848999023,0.6778973937034607,-0.4720178544521332,0.9814805388450623,0.7051904201507568,0.79298335313797,0.43585604429244995,0.03864787891507149,0.7909402847290039,0.8517401814460754,-0.6293883919715881,0.8494360446929932,0.5309498906135559,0.756782591342926,0.15227773785591125,0.9825834035873413,0.5274969339370728,0.7494581937789917,-0.15209968388080597,0.9944300651550293,0.3421722948551178,0.771294891834259,0.1481216549873352,0.32704728841781616,0.3263256549835205,0.7669967412948608,-0.1478215754032135,0.9731115698814392,0.16189713776111603,0.7468899488449097,0.19990460574626923,0.488661527633667
PUSHdown,0.8607382774353027,0.8200867772102356,-0.056216202676296234,0.9990094304084778,0.7962740659713745,0.7531594634056091,0.2500406801700592,0.9954308867454529,0.8067950010299683,0.7449910640716553,-0.2231743335723877,0.9995865821838379,0.700289785861969,0.7074772119522095,0.3959759473800659,0.09539681673049927,0.7264519333839417,0.6779823899269104,-0.470997154712677,0.9813047647476196,0.7080032229423523,0.7960986495018005,0.44375404715538025,0.03895511478185654,0.7909088730812073,0.8517361283302307,-0.6199040412902832,0.8465865254402161,0.5312018394470215,0.7587257623672485,0.15227676928043365,0.9826192855834961,0.5277112722396851,0.7511563897132874,-0.1520969122648239,0.9943525791168213,0.3413669466972351,0.7713811993598938,0.14554665982723236,0.3264530301094055,0.3259793519973755,0.7669996023178101,-0.14678196609020233,0.972166895866394,0.16086405515670776,0.746986985206604,0.19541479647159576,0.48661425709724426
PUSHdown,0.860852837562561,0.8208410143852234,-0.057366132736206055,0.9990307688713074,0.7961950898170471,0.7533854842185974,0.2491004467010498,0.9955763220787048,0.8065972328186035,0.7450369596481323,-0.22337937355041504,0.9995887875556946,0.7002243399620056,0.7071803212165833,0.39633601903915405,0.09663654863834381,0.724608838558197,0.6780120730400085,-0.4704231321811676,0.981357216835022,0.7184796929359436,0.7975488901138306,0.4448528289794922,0.041673026978969574,0.7911803126335144,0.851716935634613,-0.6201185584068298,0.8472673296928406,0.5318928956985474,0.7598418593406677,0.15229687094688416,0.9829116463661194,0.5283690690994263,0.7520320415496826,-0.1521168053150177,0.9943647384643555,0.3414079248905182,0.7715926766395569,0.1440795361995697,0.33037957549095154,0.3259531557559967,0.7669216394424438,-0.14744971692562103,0.9718228578567505,0.16084201633930206,0.7477158904075623,0.19429931044578552,0.4882304072380066
PUSHdown,0.8609058260917664,0.821467936038971,-0.057584237307310104,0.9990519881248474,0.7960332036018372,0.7533487677574158,0.24861106276512146,0.9957190155982971,0.8063914179801941,0.7449512481689453,-0.2224300354719162,0.9995936155319214,0.7001044750213623,0.7069619297981262,0.3965972661972046,0.0980791449546814,0.7232102751731873,0.6780498027801514,-0.4665420651435852,0.9815006852149963,0.7210029363632202,0.7981946468353271,0.4456537365913391,0.04413249343633652,0.7913817763328552,0.8516466617584229,-0.6161754131317139,0.8487575650215149,0.5326905846595764,0.7601238489151001,0.15195737779140472,0.9832233786582947,0.5293015837669373,0.7530952095985413,-0.15177202224731445,0.9944032430648804,0.34148937463760376,0.7715965509414673,0.14213870465755463,0.3318594992160797,0.3259351849555969,0.7667010426521301,-0.14702698588371277,0.9711627960205078,0.16078822314739227,0.7485821843147278,0.1912439614534378,0.4872243106365204
PUSHdown,0.8625515699386597,0.8309491276741028,-0.05100727081298828,0.9990682005882263,0.7920082807540894,0.7464725375175476,0.25053027272224426,0.9958449006080627,0.8066039085388184,0.7473865747451782,-0.22607827186584473,0.9995902180671692,0.7001132965087891,0.6962808966636658,0.3927861750125885,0.10134637355804443,0.7228995561599731,0.6807681918144226,-0.4841654896736145,0.9795396327972412,0.7224093079566956,0.7980585694313049,0.4352378249168396,0.0465221032500267,0.7924469709396362,0.8523028492927551,-0.659114420413971,0.8483750820159912,0.5319825410842896,0.7598366141319275,0.15332645177841187,0.9835205078125,0.5291873216629028,0.7536162734031677,-0.15314356982707977,0.9944608211517334,0.34016627073287964,0.771255373954773,0.14821995794773102,0.3355281949043274,0.3241511583328247,0.7662976384162903,-0.1471797078847885,0.9708819389343262,0.16018591821193695,0.7482645511627197,0.19957588613033295,0.49019327759742737
PUSHdown,0.8641816973686218,0.8354972004890442,-0.05202075093984604,0.999092161655426,0.788160502910614,0.7353721857070923,0.24720540642738342,0.9960083961486816,0.805932879447937,0.7488038539886475,-0.24025769531726837,0.9995966553688049,0.7001891136169434,0.6863179802894592,0.40304017066955566,0.1032620444893837,0.7211877107620239,0.6864204406738281,-0.5007086992263794,0.9782605767250061,0.729030966758728,0.7965990304946899,0.48748692870140076,0.04822857677936554,0.7931728363037109,0.8529540300369263,-0.6813751459121704,0.8511720895767212,0.5298713445663452,0.7535528540611267,0.1543741077184677,0.98418790102005,0.5269407629966736,0.7535585165023804,-0.15417252480983734,0.99465012550354,0.3377583622932434,0.770846426486969,0.16114047169685364,0.3370561897754669,0.32107728719711304,0.766085684299469,-0.14098143577575684,0.9705334305763245,0.15947014093399048,0.748447597026825,0.22533360123634338,0.49179238080978394
PUSHdown,0.8649988174438477,0.8365976810455322,-0.05291442945599556,0.9991201758384705,0.7871065139770508,0.7321652173995972,0.24707961082458496,0.9962040781974792,0.8058270215988159,0.7508490681648254,-0.2426474541425705,0.9996055364608765,0.7012784481048584,0.6799489259719849,0.404876172542572,0.1081128641963005,0.7212666869163513,0.6869558691978455,-0.5129661560058594,0.9767544269561768,0.7305613160133362,0.7961122989654541,0.4893544614315033,0.05168620124459267,0.7934392690658569,0.8538162112236023,-0.7067595720291138,0.8538635969161987,0.5297890901565552,0.7505792379379272,0.1558670699596405,0.9848278760910034,0.526565670967102,0.7535473108291626,-0.15567618608474731,0.9948386549949646,0.3372642695903778,0.7704209685325623,0.16481705009937286,0.33998146653175354,0.32055169343948364,0.7660638689994812,-0.14087694883346558,0.9704947471618652,0.15931567549705505,0.7486203908920288,0.23095181584358215,0.49412310123443604
PUSHdown,0.8672336339950562,0.8358034491539001,-0.04317096620798111,0.999151885509491,0.7862673997879028,0.7304202914237976,0.25347334146499634,0.996389627456665,0.806205153465271,0.7542261481285095,-0.23526008427143097,0.9996190071105957,0.7015222311019897,0.676771879196167,0.40457525849342346,0.1157073825597763,0.721037745475769,0.6869831681251526,-0.5063573122024536,0.9753150939941406,0.7310667634010315,0.7957912683486938,0.48171940445899963,0.056031953543424606,0.793668270111084,0.8541107177734375,-0.706558883190155,0.857155442237854,0.5301849246025085,0.7497960925102234,0.1567348688840866,0.9852446913719177,0.5268991589546204,0.7559067010879517,-0.15655657649040222,0.9950011968612671,0.3372863829135895,0.7698642611503601,0.1631079912185669,0.3402811884880066,0.3206086754798889,0.7660233378410339,-0.14598336815834045,0.9705775380134583,0.15929988026618958,0.7485406994819641,0.22665992379188538,0.49306192994117737
PUSHdown,0.8706727027893066,0.8354305028915405,-0.04342050477862358,0.9991826415061951,0.7855098843574524,0.7302135825157166,0.2526857256889343,0.99654221534729,0.8062289953231812,0.7570056319236755,-0.2384175807237625,0.9996269941329956,0.7019258737564087,0.675278902053833,0.4010592997074127,0.12070650607347488,0.7210652232170105,0.6868981719017029,-0.5078042149543762,0.9740410447120667,0.7307535409927368,0.795667290687561,0.47466716170310974,0.059459373354911804,0.7936688661575317,0.8545699715614319,-0.7022438645362854,0.8584428429603577,0.5301352143287659,0.7486035823822021,0.15797826647758484,0.9856600761413574,0.5264760255813599,0.756088137626648,-0.15779489278793335,0.9951390624046326,0.3371945023536682,0.7692316174507141,0.16394585371017456,0.34178224205970764,0.3203859329223633,0.7662201523780823,-0.1459045559167862,0.9711587429046631,0.15928159654140472,0.747641384601593,0.2260907143354416,0.4963933229446411
PUSHdown,0.8727747201919556,0.8353040218353271,-0.045749131590127945,0.9992095828056335,0.7850676774978638,0.7306262254714966,0.2521650791168213,0.9966922402381897,0.8062385320663452,0.7585875988006592,-0.2409188449382782,0.9996341466903687,0.7019459009170532,0.6742988228797913,0.3984913229942322,0.12512129545211792,0.7210785150527954,0.6868380308151245,-0.5110718011856079,0.9726632237434387,0.730509877204895,0.7956171631813049,0.4675348401069641,0.06261909753084183,0.7936644554138184,0.854731559753418,-0.7060262560844421,0.8590755462646484,0.5301135182380676,0.7482698559761047,0.15899443626403809,0.9860302805900574,0.5263806581497192,0.7565754652023315,-0.1588154286146164,0.9952490329742432,0.33693617582321167,0.7686837911605835,0.16381293535232544,0.3411526679992676,0.3202430009841919,0.7665891647338867,-0.14653462171554565,0.9713101387023926,0.159171000123024,0.7471291422843933,0.2248130738735199,0.49677643179893494
PUSHdown,0.8738700747489929,0.8355675935745239,-0.04629839211702347,0.9992355704307556,0.7849992513656616,0.7299290895462036,0.25152885913848877,0.9968346953392029,0.8073766827583313,0.7611590623855591,-0.24042339622974396,0.9996437430381775,0.7014541029930115,0.6701146960258484,0.3807489275932312,0.1341751217842102,0.7208333611488342,0.6867404580116272,-0.5100833177566528,0.9713661670684814,0.7282949686050415,0.7947386503219604,0.4327184557914734,0.06796091794967651,0.7934859395027161,0.8547952771186829,-0.7094717025756836,0.8597256541252136,0.5299376249313354,0.7440496683120728,0.15938648581504822,0.9862872958183289,0.5261348485946655,0.7588434219360352,-0.15920400619506836,0.9953649640083313,0.3369314968585968,0.7668210864067078,0.1640852838754654,0.33972591161727905,0.32018914818763733,0.7671517729759216,-0.1467020958662033,0.9719914793968201,0.15922296047210693,0.7449817657470703,0.22475376725196838,0.4968169331550598
